club_id,club_name,country_name
24420,UD Logroñés,Spain
24575,HNK Gorica,Croatia
24749,CA Defensores Unidos,Argentina
24898,AC Renate,Italy
25032,RFC Mandel United,Belgium
25114,Blois Football 41,France
25184,CA Barracas Central,Argentina
25267,US Le Pontet Grand Avignon 84,France
25374,Sacachispas FC,Argentina
25385,Loros de la Universidad de Colima,Mexico
25467,Philadelphia Union,United States
25580,Melbourne City FC,Australia
25639,Hyères 83 FC,France
25743,Szigetszentmiklósi TK,Hungary
25765,Matsumoto Yamaga,Japan
25817,CD Cova Piedade,Portugal
25964,Crotone Primavera,Italy
26091,Al-Duhail SC,Qatar
26117,Ipswich Town U21,England
26119,Athlético Marseille,France
26132,UE Costa Brava,Spain
26157,CM Crucero del Norte,Argentina
26197,US Colomiers,France
26299,CD Juventud Unida,Argentina
26308,III. Kerület TVE Budapest,Hungary
26332,Benevento Primavera,Italy
26337,Cosenza Primavera,Italy
26370,Pro Vercelli Primavera,Italy
26459,NK Veres Rivne,Ukraine
26491,Club Atlético Paraná,Argentina
26550,Lagartos de Tabasco,Mexico
26571,US Sarre-Union,France
26594,FCM Aubervilliers,France
26598,Trélissac FC,France
26629,Al-Markhiya SC,Qatar
26722,ASD Fondi Calcio,Italy
26789,FC Pro Vercelli 1892,Italy
26856,FC Chauray,France
26863,Le Puy Foot 43 Auvergne,France
26870,Olympique Saumur,France
26871,US Avranches,France
26883,USD Sestri Levante 1919,Italy
26979,CD Marte,Mexico
27018,Novara Primavera,Italy
27050,Arzachena Academy,Italy
27165,Dunaújváros FC,Hungary
27190,Shanghai Port,China
27214,Operário Ferroviário Esporte Clube,Brazil
27354,Virtus Entella Primavera,Italy
27397,Egri FC,Hungary
27399,Karcagi SE,Hungary
27402,Soproni VSE,Hungary
27482,Pordenone Primavera,Italy
27490,C\,France
27525,FC Young Santarcangelo,Italy
27531,Carpi Primavera,Italy
27568,US Follonica Gavorrano,Italy
27603,Kirklarelispor,Türkiye
27624,US Recanatese,Italy
27648,Trapani Primavera,Italy
27770,Dorogi FC,Hungary
28022,Cuiabá Esporte Clube,Brazil
28095,FC Ufa,Russia
28107,K Lierse SK,Belgium
28185,CD Cruz Azul Hidalgo,Mexico
28186,CF Atlante UTN,Mexico
28190,Pumas Tabasco,Mexico
28334,Bergerac Périgord FC,France
28410,Budafoki MTE,Hungary
28559,CA Bastia,France
28593,Estudiantes de Altamira,Mexico
28596,FC SILON Taborsko,Czech Republic
28643,SK Beveren,Belgium
28760,SK Austria Klagenfurt,Austria
28779,Debreceni EAC,Hungary
28893,Puszcza Niepolomice,Poland
29095,Extremadura UD,Spain
29130,Atlético Cihuatlán,Mexico
29151,Potros UAEM,Mexico
29228,Royal Excel Mouscron,Belgium
29251,Virtusvecomp Verona,Italy
29990,West Bromwich Albion U21,England
29999,Balassagyarmati VSE,Hungary
30000,Celldömölki VSE,Hungary
30003,Mosonmagyaróvári TE 1904,Hungary
30018,Monor SE,Hungary
30038,CA Mitre,Argentina
30066,FC Legnago Salus,Italy
30111,Alebrijes de Oaxaca,Mexico
30120,AE Kifisias,Greece
30200,Fréjus-Saint-Raphaël FC,France
30204,FC Annecy,France
30239,FC Balagne,France
30245,Saint-Pryvé Saint-Hilaire FC,France
30293,Stade Poitevin FC,France
30326,Gelbison,Italy
30370,RCO Agde,France
30443,Grand Ouest Association Lyonnaise FC,France
30444,Luçon Football Club,France
30533,Balmazújváros FC,Hungary
30611,Stade Montois,France
30612,US Saint-Malo,France
30613,Kisvárda FC,Hungary
30624,Szentlőrinc SE,Hungary
30660,Szeged-Csanád - GA,Hungary
30857,RSCA Futures,Belgium
30891,Tarbes Pyrénées Football,France
30913,Fóti SE,Hungary
30925,Gwangju FC,"Korea, South"
31068,Orange County SC,United States
31255,SSD Akragas,Italy
31284,CA Central Córdoba,Argentina
31297,SKF Sered,Slovakia
31622,Suwon FC,"Korea, South"
32314,KFC Komarno,Slovakia
32762,AC Amiens,France
33203,Celaya FC,Mexico
33285,Ventura County FC,United States
33293,Chattanooga FC,United States
33303,SD Logroñés,Spain
33304,Dalian Professional,China
33306,Gimnástica Segoviana CF,Spain
33414,Phoenix Rising FC,United States
33485,Neza FC,Mexico
33524,Aqvital FC Csákvár,Hungary
33614,Norwich City U21,England
33616,Swansea City U21,Wales
33714,Tianjin Tianhai,China
33734,SS Monopoli 1966,Italy
34148,UCAM Murcia CF,Spain
34232,Muaither SC,Qatar
34499,US Pianese,Italy
34545,Coras de Nayarit,Mexico
34559,Lorca FC,Spain
34570,Cigánd SE,Hungary
34694,Al-Shahania SC,Qatar
35012,FC Chambly Oise,France
35272,Cangzhou Mighty Lions,China
35488,MFK Skalica,Slovakia
36100,Western Sydney Wanderers,Australia
36123,Reading FC U21,England
36224,FK Jerv,Norway
36336,FC Tucson,United States
36546,Southampton FC U21,England
36628,Guizhou FC,China
36630,Hebei FC,China
36693,RC Grasse,France
36745,AC Tuttocuoio,Italy
36892,Vitesse Arnhem U21,Netherlands
36978,US Roye Noyon Cœur de Picardie,France
37169,Puskás Akadémia FC,Hungary
37474,Grêmio Novorizontino,Brazil
37670,Murciélagos FC,Mexico
37951,Corum FK,Türkiye
38269,FK Pohronie,Slovakia
38290,Pro Piacenza 1919,Italy
38322,AC Bra,Italy
38380,CF Ballenas Galeana Morelos,Mexico
38387,Delfines del Carmen,Mexico
38545,CA Agropecuario,Argentina
38547,Iris Club de Croix,France
38549,Jeunesse Villenavaise,France
38588,Nottingham Forest U21,England
38647,Detroit City FC,United States
38655,AS Furiani-Agliani,France
38705,CA Pontarlier,France
38898,FC Anyang,"Korea, South"
38929,Meizhou Hakka,China
38946,Oklahoma City Energy FC,United States
38987,Qingdao FC,China
39097,Obolon Kyiv,Ukraine
39148,Indy Eleven,United States
39336,Brighton & Hove Albion U21,England
39337,Derby County U21,England
39341,Leicester City U21,England
39722,Erzurumspor FK,Türkiye
39805,Beykoz Anadolu Spor,Türkiye
39815,New York Red Bulls II,United States
39818,San Donato Tavarnelle,Italy
40058,New York City FC,United States
40173,Tiszakécskei LC,Hungary
40181,Vanspor,Türkiye
40188,Atlético de San Luis,Mexico
40352,SS Matelica Calcio,Italy
40373,FC Viktoria 1889 Berlin,Germany
40835,Sacramento Republic FC,United States
40900,Vierzon Football Club,France
41053,Etoile Sportive Paulhan-Pézénas,France
41101,Juventus Next Gen,Italy
41107,Milan Futuro,Italy
41110,Atalanta U23,Italy
41119,Inter U23,Italy
41128,US Granville,France
41146,Union Clodiense Chioggia,Italy
41201,PFK Tambov,Russia
41231,FC Sochi,Russia
41274,Beerschot VA,Belgium
41323,Cimarrones de Sonora,Mexico
41403,SD Tarazona,Spain
41415,Sichuan Guancheng,China
42609,SC Aubagne Air Bel,France
42781,Tlaxcala FC,Mexico
42814,Miami FC,United States
43454,Juventud Torremolinos CF,Spain
43540,ASC Biesheim,France
43560,Club NXT,Belgium
43562,Jong KAA Gent,Belgium
43618,Zébra Élites,Belgium
44006,Bodrum FK,Türkiye
44139,Mobellaspor,Türkiye
44223,AS Giana Erminio,Italy
44772,Mineros de Zacatecas,Mexico
45269,Esenler Erokspor,Türkiye
45468,Aydinspor,Türkiye
45545,Yeni Salihlispor,Türkiye
45604,Orlando City SC,United States
45805,Colorado Springs Switchbacks FC,United States
45806,Real Monarchs SLC,United States
45817,FC Montréal,Canada
45818,Saint Louis FC,United States
45894,Guidonia Montecelio 1937 FC,Italy
46196,AC Mestre,Italy
46293,Caldiero Terme,Italy
46316,Louisville City FC,United States
46324,Dinan Léhon FC,France
46326,Football Club 93 Bobigny,France
46337,Pineto Calcio,Italy
46487,Nantong Zhiyun,China
46579,FC Chamalières,France
46619,Arzignano Valchiampo,Italy
46717,Charlotte Independence,United States
46719,Portland Timbers 2,United States
46720,Tacoma Defiance,United States
46721,Whitecaps FC 2,Canada
46736,Jong Genk,Belgium
46811,FK Blansko,Czech Republic
46823,Toronto FC II,Canada
46854,Mérida AD,Spain
46856,Paternò Calcio,Italy
47421,CF Talavera de la Reina,Spain
48332,Kolos Kovalivka,Ukraine
48726,Rukh Lviv,Ukraine
48858,AO Chalkidona,Greece
48913,Manisa FK,Türkiye
48967,Inter Under 17,Italy
49078,Afyonspor,Türkiye
49143,KVV Thes Sport,Belgium
49283,FC Juárez,Mexico
49298,Cafetaleros de Chiapas,Mexico
49364,Ingulets Petrove,Ukraine
49430,AZ Picerno,Italy
49567,Juventus Under 17,Italy
49568,Atalanta BC U17,Italy
49576,Roma Under 17,Italy
49577,Cagliari Under 17,Italy
49658,Avellino Under 17,Italy
49702,FC Pari Nizhniy Novgorod,Russia
49740,SS Lazio U17,Italy
49741,Fiorentina Under 17,Italy
49743,Napoli Under 17,Italy
49744,Genoa Under 17,Italy
49745,Sampdoria Under 17,Italy
49746,Torino Under 17,Italy
49752,Milan Under 17,Italy
49753,Palermo Under 17,Italy
49754,Sassuolo Under 17,Italy
49755,Hellas Under 17,Italy
49756,Chievo Under 17,Italy
49757,Carpi Under 17,Italy
49758,Frosinone Under 17,Italy
49759,Bologna Under 17,Italy
49760,Cesena Under 17,Italy
49761,Pescara Under 17,Italy
49762,Spezia Under 17,Italy
49763,Livorno Under 17,Italy
49764,Bari Under 17,Italy
49765,Novara Under 17,Italy
49766,Vicenza Under 17,Italy
49767,Latina Under 17,Italy
49768,Modena Under 17,Italy
49769,Ternana Under 17,Italy
49771,Pro Vercelli Under 17,Italy
49772,Trapani Under 17,Italy
49773,Perugia Under 17,Italy
49774,Crotone Under 17,Italy
49776,Salernitana Under 17,Italy
49777,Como Under 17,Italy
49868,Empoli Under 17,Italy
49869,Udinese Under 17,Italy
49939,Virtus Francavilla Calcio,Italy
50437,Virtus Entella Under 17,Italy
50454,Brescia Under 17,Italy
50523,Ascoli Under 17,Italy
50845,Serik Spor,Türkiye
51120,Shenzhen Peng City,China
51316,FC Kosice,Slovakia
51404,FC Limonest,France
51515,Bourges Foot,France
51531,RSC Chatelet-Farciennes,Belgium
51604,Sporting Kansas City II,United States
51663,Atlanta United FC,United States
51694,Rio Grande Valley FC Toros,United States
51762,Philadelphia Union II,United States
51772,FC Cincinnati,United States
51773,Orlando City B,United States
51828,Los Angeles FC,United States
52397,Unionistas CF,Spain
52563,Oud-Heverlee Leuven U23,Belgium
52687,Alcione Milano,Italy
52910,San Antonio FC,United States
53251,FC Bourgoin-Jallieu,France
53646,Polissya Zhytomyr,Ukraine
54189,RWDM Brussels,Belgium
54395,Parma Under 17,Italy
54716,Reno 1868 FC,United States
54819,Pordenone Under 17,Italy
55216,Pisa Under 17,Italy
55398,Ourense CF,Spain
55686,Metalist 1925 Kharkiv,Ukraine
55773,SPAL U17,Italy
55774,Cittadella Under 17,Italy
55778,Benevento Under 17,Italy
56089,Minnesota United FC,United States
57930,Marignane Gignac FC,France
57999,AF Virois,France
58188,CA Güemes,Argentina
58267,GFA Rumilly Vallières,France
58894,South Georgia Tormenta FC,United States
58946,CD Arenteiro,Spain
59639,Young Reds,Belgium
60551,SC Dnipro-1,Ukraine
60949,Volos NPS,Greece
61431,FC Borgo,France
61525,Cremonese Under 17,Italy
61526,Foggia Under 17,Italy
61527,Venezia Under 17,Italy
61825,FC Minaj,Ukraine
62204,Las Vegas Lights FC,United States
62382,Paris 13 Atletico,France
63007,LNZ Cherkasy,Ukraine
63966,Nashville SC,United States
64053,FC Rousset SVO,France
64328,Atlanta United 2,United States
64345,Tepatitlán FC,Mexico
64480,Birmingham Legion FC,United States
64501,URSL Visé,Belgium
64918,Athletic Club,Brazil
65791,Chengdu Rongcheng,China
67212,CF Intercity,Spain
67375,El Paso Locomotive FC,United States
67731,Portimonense SAD U23,Portugal
67837,CS Marítimo U23,Portugal
67909,Sporting CP U23,Portugal
67969,B SAD U23,Portugal
67984,Hartford Athletic,United States
68031,Loudoun United FC,United States
68077,SC Braga U23,Portugal
68110,Rio Ave FC U23,Portugal
68188,Vitória de Guimarães SC U23,Portugal
68264,Académica de Coimbra U23,Portugal
68403,Estoril Praia U23,Portugal
68495,Austin Bold FC,United States
68608,CF Os Belenenses,Portugal
68620,Padova Under 17,Italy
68622,Cosenza Under 17,Italy
68780,SL Benfica U23,Portugal
68824,CD Cova da Piedade U23,Portugal
69001,Lecce Under 17,Italy
69044,Oakland Roots SC,United States
69055,Greenville Triumph SC,United States
69084,Entente Feignies Aulnoye FC,France
69166,Memphis 901 FC,United States
69261,Inter Miami CF,United States
69398,Chattanooga Red Wolves SC,United States
69748,Forward Madison FC,United States
70056,New Mexico United,United States
70657,Wuhan Three Towns,China
70662,Qingdao West Coast,China
71021,North Texas SC,United States
71084,Western United FC,Australia
71085,Macarthur FC,Australia
71571,Chapulineros de Oaxaca,Mexico
71985,Akron Togliatti,Russia
72309,Austin FC,United States
74346,Gallos de Aguascalientes,Mexico
74664,Igdir FK,Türkiye
74951,Sangiuliano City,Italy
75123,Leixões SC U23,Portugal
75231,Dinamo Makhachkala,Russia
75337,FC Famalicão U23,Portugal
75406,Juve Stabia Under 17,Italy
75867,Sassuolo Under 18,Italy
75868,Inter Under 18,Italy
75900,Torino Under 18,Italy
75901,Fiorentina Under 18,Italy
76091,Atalanta Under 18,Italy
76092,Genoa Under 18,Italy
76093,Milan Under 18,Italy
76094,Roma Under 18,Italy
76095,Sampdoria Under 18,Italy
76188,Saltillo Soccer FC,Mexico
77059,Union Omaha,United States
77720,San Diego Loyal SC,United States
77984,New England Revolution II,United States
78259,Inter Miami CF II,United States
78435,Charlotte FC,United States
79029,AS Villers-Houlgate,France
80820,Tiburones Rojos de Coatzacoalcos,Mexico
80821,Socio Águila FC,Mexico
80822,Tigres UANL B,Mexico
81401,SC Poltava,Ukraine
81776,FC Montlouis,France
82410,Guerreros Acapulco,Mexico
82685,Lazio Under 18,Italy
82686,St. Louis CITY SC,United States
82696,Mazatlán FC,Mexico
83082,Cancún FC,Mexico
83678,Metalist Kharkiv,Ukraine
84122,Epicentr Kamyanets-Podilskyi,Ukraine
84400,Monza Primavera,Italy
84451,Parma Under 18,Italy
84504,Reggiana Under 17,Italy
84577,Reggina Under 17,Italy
84578,Monza Under 17,Italy
84679,Monza Under 18,Italy
84728,Boavista FC U23,Portugal
85465,Karpaty Lviv,Ukraine
86209,Livyi Bereg Kyiv,Ukraine
86387,Lecco Primavera,Italy
86389,Viterbese Primavera,Italy
87631,Monterey Bay FC,United States
87727,Amazonas FC,Brazil
87883,FC Kudrivka,Ukraine
89690,Feralpisalò Primavera,Italy
91428,Hellas Verona Under 18,Italy
91510,Dolomiti Bellunesi,Italy
91660,Alessandria Primavera,Italy
91662,Bourges Foot 18,France
91714,Bologna Under 18,Italy
91715,Cagliari Under 18,Italy
91716,Empoli Under 18,Italy
91718,SPAL Under 18,Italy
91722,Alessandria Under 17,Italy
91819,Imolese Primavera,Italy
91830,Central Valley Fuego FC,United States
91831,Northern Colorado Hailstorm FC,United States
91910,FC Vizela U23,Portugal
91911,SC Farense U23,Portugal
92268,Ascoli Under 18,Italy
93168,Catanzaro Primavera,Italy
93288,Nacional Tijuana,Mexico
93753,Yunnan Yukun,China
94219,Real Sociedad de Zacatecas,Mexico
94230,CF Pachuca Juniors,Mexico
94231,Real San Sebastián,Mexico
94385,US Thionville Lusitanos,France
95331,Chicago Fire FC II,United States
95332,FC Cincinnati 2,United States
95333,Columbus Crew 2,United States
95334,New York City FC II,United States
95335,Colorado Rapids 2,United States
95336,Houston Dynamo FC 2,United States
95337,Minnesota United FC 2,United States
95338,The Town FC,United States
95339,St. Louis CITY SC 2,United States
95875,FC Marco,Portugal
98080,Dalian Yingbo,China
99764,Gil Vicente U23,Portugal
100124,Atlético La Paz,Mexico
100330,Südtirol Under 17,Italy
100335,CD Mafra U23,Portugal
100431,Napoli Under 18,Italy
100461,Lecce Under 18,Italy
100631,Monopoli Primavera,Italy
100739,Marignane-Gignac-Côte-Bleue FC,France
101158,Cesena Under 18,Italy
101282,Crown Legacy FC,United States
101416,Venezia Under 18,Italy
101419,CF Estrela Amadora U23,Portugal
102031,One Knoxville SC,United States
102400,Los Angeles FC 2,United States
103004,Lexington SC,United States
103649,Huntsville City FC,United States
103657,Carolina Core FC,United States
103722,Rhode Island FC,United States
104630,Austin FC II,United States
109718,SCU Torreense Sub-23,Portugal
110302,Avs Futebol,Portugal
110983,CD Santa Clara U23,Portugal
110988,Académico de Viseu Sub-23,Portugal
111245,Catanzaro Under 17,Italy
111246,Frosinone Under 18,Italy
111439,Feralpisalò Under 17,Italy
111814,Lecco Under 17,Italy
112584,Renate Primavera,Italy
114568,Spokane Velocity FC,United States
114977,San Diego FC,United States
115284,Texoma FC,United States
118373,Auckland FC,New Zealand
119858,AV Alta FC,United States
120328,FC Naples,United States
120491,Carrarese Under 17,Italy
120492,Mantova Under 17,Italy
122406,Westchester SC,United States
124312,Portland Hearts of Pine,United States
131869,Cremonese Under 18,Italy
132806,Union Brescia,Italy
132946,UD Leiria Under 23,Portugal
133273,Union Brescia Primavera,Italy
